"labels","text"
"NOT-1stPerson","International Women's Day think of all women who suffered of tobacco industry that exploited the liberation of women to promote smoking #iwd"
"NOT-1stPerson","Interview Thursday night at hookah velvet lounge"
"1stPerson","Ion eat unless I smoke"
"1stPerson","Ion even feel like smoking that's how aggravated I am dawg"
"NOT-1stPerson","Ion see how people smoke cigarettes like that shit disgusting bruh"
"NOT-1stPerson","Irish cigs suck"
"NOT-1stPerson","Irony is seeing lady driving a car with It works ads plastered all over the windows and smoking a cigarette #itdoesntwork"
"1stPerson","is anybody near MCAD right now and has cigarettes like im for real lol"
"NOT-1stPerson","IS chew still a thing or did vapeing replace that"
"1stPerson","Is it normal for shisha to make e feel mwi am absolute mash man"
"1stPerson","Is it wrong of me to crave a cigarette so bad"
"NOT-1stPerson","Is not even 2 why ya smoking hookah already"
"NOT-1stPerson","is that chewing tobacco For real #PressBriefing"
"NOT-1stPerson","Is the government changing cigarette box sizes to stop people casual smoking or turn casual smokers into fulltime"
"NOT-1stPerson","Is the urban outfitters employee taking a cigar smoke break fucking kidding me rn"
"NOT-1stPerson","Is there hookah at pizza zoo"
"NOT-1stPerson","Is vaping for fuck boys"
"NOT-1stPerson","is vaping in a greenhouse bad for the plants"
"NOT-1stPerson","Is vaping lame asf doing to to prove a point to -MENTION-"
"NOT-1stPerson","Is vaping still cool"
"NOT-1stPerson","Is vaping teen listening to"
"NOT-1stPerson","Isn't this emoji the grossest ever I hate cigarets"
"NOT-1stPerson","Issa old drake and hookah typa night by my lonely"
"NOT-1stPerson","It is totally fair to fart while upwind of a cigarette smoker via r Showerthoughts"
"NOT-1stPerson","it s so weird to have a Vape Mom"
"NOT-1stPerson","It smell like all ciggs lmao"
"1stPerson","It started with shisha Ended with my stupidity"
"1stPerson","It will be nearly 50 degrees this weekend in AK I get back from the field Thursday This will be a cigar and gun filled weekend"
"NOT-1stPerson","It's #BudgetDay and #NoSmokingDay Cigs expected to above inflation Do your health amp wealth a favour make today the day you #stopsmoking"
"NOT-1stPerson","It's #nationalnosmokingday Take the leap to quit cigarettes Vaping can be a great alternative to get you in the right direction"
"1stPerson","It's 1 00pm and I'm smoking hookah"
"1stPerson","it's 10 18am and i am craving a cigarette and an entire bottle of wine on a warm porch"
"NOT-1stPerson","It's 100 cars out here amp this dude has literally came in stood in front of my car twice in 5 minutes to smoke a nasty ass cigarette smh lol"
"1stPerson","It's 2 pm and I'm barley having my coffee and cigarette smh"
"NOT-1stPerson","It's 2017 and vape tricks still aren't cool"
"NOT-1stPerson","It's 2017 and y'all still posting hookah videos and pictures Hm"
"1stPerson","It's 2am on a school night and lauren and I are drunk at the hookah bar"
"1stPerson","It's 4 P M on a Monday and here I am on the back patio feeling my Pinot Grigio buzz already in a camo robe enjoying a cigarette"
"1stPerson","It's 4am and I'm tryna talk myself out of driving for cigarettes"
"1stPerson","It's 5 am and I'm just eating and smoking"
"1stPerson","It's 5 o'clock pig Time for a white wine and a cigarette"
"1stPerson","It's 5AM and I'm sipping decaf and smoking a cig"
"NOT-1stPerson","It's 6 am and I'm at the airport and this middle aged rocker hipster guy just ordered a gin and asked about the smoking section"
"1stPerson","It's 6am I'm sat in the cold alone smoking so if anyone wants to be my mate hmu"
"NOT-1stPerson","It's Adam amp Eve not Benson amp Hedges"
"NOT-1stPerson","It's ain't like midnight and cigaret smoke"
"1stPerson","It's almost 10pm on a Thursday Not gunna lie I feel pretty rebellious being on my patio w a beer and a cigar"
"1stPerson","It's ALMOST too cold for a cigarette outside Almost"
"1stPerson","It's always been usual for me to watch football game and sheesha with 8 guys (Habibi's friends)"
"1stPerson","It's an ice coffee and 2 cigar evening"
"NOT-1stPerson","it's bad that i find the scent of cigs wafting into my room oddly comforting"
"1stPerson","It's been nine days now without a cigarette"
"1stPerson","it's cold but i like stars so im gonna sit out here and smoke 10 cigarettes"
"NOT-1stPerson","It's crazy people are really addicted to those cancer sticks"
"NOT-1stPerson","it's horrible that i decided to turn to cigarettes in a moment of despair"
"1stPerson","It's impossible for me to smoke w o having a water bottle likes I needs that"
"NOT-1stPerson","it's just a cigarette"
"NOT-1stPerson","It's not a chu it's a deep kiss with a taste of cigar It's hot af"
"1stPerson","It's past 4 20 shit imma smoke 1 more brush my teeth and sleep on the couch cause All my clothes are on my bed"
"NOT-1stPerson","It's raining outside come get some vape gear and add some more clouds to the sky #puns #ecigs #clouds"
"1stPerson","It's really 5 30 am and I'm up smoking hookah with my dog watching cats and dogs I'm officially washed"
"NOT-1stPerson","It's said that VAPE refers to Violent Ape Aggressive monkeys more or less"
"1stPerson","It's snowing and I'm vaping rosin"
"1stPerson","it's snowing and im standing outside in shorts smoking a cigarette"
"1stPerson","It's so beautiful out Good night to hookah"
"1stPerson","It's so cold smoking a cigarette is miserable"
"NOT-1stPerson","It's so cool to have a vape I can blow that bitch anywhere"
"1stPerson","It's so weird how I used to smoke party amp drink sm amp now I can barely take shots haven't smoked in months amp go clubbing shows more"
"1stPerson","It's time for a cig my nig"
"1stPerson","it's time for the daily ""I'm so fucking bored at 2pm in the afternoon what the fuck am I doing with my life"" cigarette"
"1stPerson","It's times like these I wish I had a damn cigaret"
"1stPerson","It's times like this when I'm doing React development on a Macbook using an e cigarette that I wonder when I became such a fucking hipster"
"1stPerson","It's to cold to be smoking a cig in a t shirt"
"NOT-1stPerson","It's tooo early to be smelling like PRO Jell amp cancer sticks"
"1stPerson","it's vape time let's have fun #vape #vaping #vapor #vapefun #pipe #smoking #ecig #cigarette"
"NOT-1stPerson","It's very entertaining watching Gould trying to get a cig"
"NOT-1stPerson","It s Harry Potter but instead of wands it s vaping"
"NOT-1stPerson","Italy Scenery beautiful Food awesome Wine amazing People incredible BUT THE FUCKING CIGARETTES"
"1stPerson","ITS LIT MY MOM GAVE ME THE GO TO SMOKE HOOKAH IN MY ROOM"
"NOT-1stPerson","its not the juul that makes the man but the man that makes the juul"
"1stPerson","ive never needed a cigarette more in my life and i cannot even have one"
"NOT-1stPerson","jack tried vaping 0"
"NOT-1stPerson","jack tried vaping and smoking i'm"
"NOT-1stPerson","JACKS TRIED VAPING IM CACKLING"
"NOT-1stPerson","Jai ho Yogi Ji advised against use of PanMasala Pan or tobacco in govt office buildings #swachhbharat #YogiSarkar"
"NOT-1stPerson","Jake just vaped on my fucking phone im so mad"
"NOT-1stPerson","Jakes cigar bar top notch"
"NOT-1stPerson","Jameson cigar win"
"NOT-1stPerson","Jane lets go to a hookah bar Drew I got asthma -MENTION-"
"NOT-1stPerson","Jennifer Lawrence was wondering if the lounging clothes and e cig holder photo shoot thing would sell Advised scantily clad still sells"
"NOT-1stPerson","jesus i'm friends with vape gods a k a peyt and kate"
"NOT-1stPerson","Jimmy Leyland running to the clubhouse to smoke a cig between innings"
"NOT-1stPerson","JK I DONT VAPE ITS JUST A STEREOTYPE THAT I DONT PARTAKE IN"
"NOT-1stPerson","Jo really tried smoking rolling paper with nothing in it"
"NOT-1stPerson","job for to get cigarets"
"NOT-1stPerson","Joel's just rang me completely off his head telling me how in the Raz a regular Rothmans and a menthol rothmans are both 50p each"
"NOT-1stPerson","John Boehner is sitting in the world's most comfortable La Z Boy smoking the finest cigar known to man"
"NOT-1stPerson","John Boehner made 298 000 since September sitting on the board of tobacco company Reynolds America That s a lot of merlot and cabernet"
"NOT-1stPerson","John Boehner sitting down to a glass of scotch and cigar without a care in the world #evergreentweet"
"NOT-1stPerson","Jokes aside don't smoke cigarettes"
"NOT-1stPerson","Jos pusim Lucky Strike cigare beton ba"
"NOT-1stPerson","Josh is really a different breed lol mans lit up a cigarette in the warehouse"
"1stPerson","Js somebody almost lit my finger instead of mu cig"
"1stPerson","jus thinking about maybe I'm drinking and smoking too much lately and I using it to cope with stuff"
"1stPerson","jusko stress pls don't let me smoke another pack smh"
"1stPerson","Jussszz me in panties n vaping lol gunnite"
"1stPerson","just a tip don't eat Takis then smoke a cig ur throat will burn amp it is not enjoyable"
"NOT-1stPerson","Just because someone smokes don't mean they don't got a future tf"
"1stPerson","just beer no more ciggs"
"1stPerson","Just begins calmly smoking a cigar on the TL"
"1stPerson","Just bought a soft pack of cigs Is this the 90's"
"NOT-1stPerson","just delivered a pizza to a vape ""boutique"" and got stiffed lol what a shock"
"NOT-1stPerson","Just drove past an older man sunbathing outside of a shopping mall smoking a long tobacco pipe GOALS AF"
"NOT-1stPerson","Just found a shisha bar in my town and I can't hide my grin"
"1stPerson","Just getting home Shower Hookah amp A Glass Of Wine"
"1stPerson","Just getting off work and need a cigar but all these fucking stores close at 12am"
"NOT-1stPerson","just got a job @ a hookah bar #LITTY"
"1stPerson","Just got a warning for vaping in a non smoking room"
"1stPerson","just got hit by a car walking but the guy gave me a cigarette we cool"
"NOT-1stPerson","Just got home and Tim appears to have made an attempt at smoking a cigar No explanation"
"NOT-1stPerson","just got woken up bc ava couldn't find her juul"
"1stPerson","Just laying on the floor smoking hookah in my empty room I love my roomies"
"NOT-1stPerson","Just legit passed a runner smoking a cig holding a cold stone ice cream Oh the irony"
"1stPerson","Just lit the wrong end of my cigarette and now I'm dying"
"1stPerson","Just lit the wrong side of my cig for the first time in my life and I feel so ashamed"
"1stPerson","just made direct eye contact with my neighbor while I'm smoking a cig out my window w a face mask on amp towel on my head gmorning"
"1stPerson","Just need to smoke and talk"
"1stPerson","Just over two weeks smoke free #NoSmokingDay"
"1stPerson","just painted my nails gunna smoke a cig i'm chillin"
"NOT-1stPerson","just passed a woman driving a stick smoking a cigarette putting makeup on and talking on the phone at the same time road rage 2 real"
"1stPerson","Just plugged in 3300mah #ecig battery I #vape d 1855 puffs at 6 5w over 40hrs (down time not subtracted)"
"NOT-1stPerson","just ran into my professor vaping outside and im still not sure how to react"
"1stPerson","Just remembered -MENTION- dropped the fucking hookah on the homie lmao"
"NOT-1stPerson","Just remembered that time -MENTION- said Post Malone looked like how cigarettes smell lmao"
"NOT-1stPerson","Just sat out here listening to Diana Ross and admiring all the cigarettes and broken glass everywhere Yikes"
"NOT-1stPerson","Just saw a guy in a full on hazard suit vaping on the street"
"NOT-1stPerson","just saw a lady in pajamas holding a small child and smoking a cig good job port orange"
"NOT-1stPerson","Just saw a Lip Gallagher look alike sitting outside smoking a cig haha hi lip"
"NOT-1stPerson","Just saw a Lorde lookalike smoking a cigarette and vaping at the same time #whitegirlproblems #addicted"
"NOT-1stPerson","Just saw a man VAPING outside my CHURCH"
"NOT-1stPerson","just saw a person vaping in the stacks"
"NOT-1stPerson","just saw a pregnant chick smoking a cigarette smdh straight up scum bag"
"NOT-1stPerson","Just saw an Agawam cop vaping and driving #XtheChooch"
"NOT-1stPerson","Just saw someone make a vaping montage on Instagram and if that's not badass idk what is"
"NOT-1stPerson","Just saw the ice cream man smoking a joe"
"NOT-1stPerson","just saw the worst Instagram post ever a BOOMERANG of VAPING with the caption WORK FLOW"
"NOT-1stPerson","just seen a girl who looks about twelve smoking"
"1stPerson","just sent my mom pics of me smoking hookah welcome to adulthood )"
"1stPerson","Just smoke my ecig in front of the no smoking sign then flipped off the mall cop"
"NOT-1stPerson","Just smoke the hits away"
"1stPerson","Just smoked so I can smoke"
"1stPerson","just smoked feeling good"
"1stPerson","Just smoking a cigar by the ocean it's fine"
"1stPerson","just talking over cigarettes and drinking coffee"
"1stPerson","Just talking over cigarettes and drinking coffee"
"1stPerson","just tried to grab my cig out my mouth to toss it and str8 ripped the cherry off with my fingers"
"1stPerson","Just tried to light my cigarette with a Chapstick"
"1stPerson","Just used my torch to light my cigarette lol"
"1stPerson","Just vaping and daydreaming"
"NOT-1stPerson","Just walked behind a kid recording himself vaping in the halls"
"NOT-1stPerson","just walked into the summit bathroom and saw some chicks taking vaping mirror pics are they ok"
"NOT-1stPerson","Just walked past 6 members of the LG Twins taking a cigarette break in full uniform outside Maryvale Baseball Park Game starts in 1 hour"
"NOT-1stPerson","just walked past an on duty police officer vaping"
"NOT-1stPerson","just walked through a cloud of watermelon scented vape smoke on my way to class please end my life"
"NOT-1stPerson","Just witnessed mph stick a cig on an ass then smoke it again"
"NOT-1stPerson","Just witnessed someone smoking a cigarette with one hand and eating food with the other at the same time Someone please explain this"
"NOT-1stPerson","Just wLked by some fine dudes buh dem dey smoke boka it spoil the atmosphere"
"1stPerson","Just woke up for a cigg' and saw myself in the mirror ndi ya shisa yaz' that why ndi jola nou di laas"
"NOT-1stPerson","K Shea amp Matt studied w me at Starbucks and by study I mean chain vape in my general direction while I read outdated articles on pesticides"
"NOT-1stPerson","Key look like a cigarette smoker #bgc17"
"NOT-1stPerson","Key vote coming in effort to fix Indiana's vaping law"
"1stPerson","kfc coffee and ciggs"
"NOT-1stPerson","kid just vaped right in my face i'm dropping out of slu"
"1stPerson","Kids asleep reading comics smoking a cigar on my patio while listening to TLC Weird evening"
"NOT-1stPerson","Kids brain's development rapidly continuing till beyond the age of 18 up 26 don't harm it w #Pots#Alcohol n#Tobacco #CanadaPots legalizes"
"NOT-1stPerson","Kill the lights these children learn from cigarette burns fast cars fast women and cheap drinks"
"NOT-1stPerson","killer queen stop trying to vape you're going to choke and get me killed"
"1stPerson","Kinda miss beer and cigarettes But im still having a good time with smoothies and homemade baked goods"
"NOT-1stPerson","Kiss alittle more think alittle less burning up the night like a cigarette"
"NOT-1stPerson","Knock knock Govt zone tobacco less"
"NOT-1stPerson","Kroger gave me the wrong receipt and this individual bought raspberries coffee detergent gift wrap and chewing tobacco WELL BALANCED"
"NOT-1stPerson","L do you know Gods of death love vaping"
"NOT-1stPerson","La hookah con menta halls"
"NOT-1stPerson","LA is so interesting Just gained life perspective from a writer in a cigar shop"
"NOT-1stPerson","Lab partner always smells like cancer sticks he's really trying to kill me"
"NOT-1stPerson","Ladies who smoke cigarettes go way"
"1stPerson","laid back smoking shisha i'm in heaven"
"1stPerson","laiddd back chilling smoking never worried"
"NOT-1stPerson","last night I thought I dreamed I had drank water that tasted like a cig but I just found a bottle of water with a roach in it by my bed"
"NOT-1stPerson","Last tweet reminds me of interview with a cannabis smuggler who moved to duty free cigarettes in the 1990s because profit margin was better"
"1stPerson","Lat cigarette I hate life right now"
"1stPerson","Late night smoke session wit my fine ting"
"1stPerson","Late night smokes are one of the best"
"1stPerson","Lately I'm smoking more but I'm focused more"
"1stPerson","Laying back listening to #TREMAINETHEALBUM w this hookah flowing and this red wine"
"1stPerson","Laying in bed fresh out of the shower naked listening to jazz and smoking a cigarette"
"1stPerson","Laying in bed naked smoking a spliff"
"1stPerson","Left my home w a dream n a cigarette"
"1stPerson","Legitimately so miserable that I'm smoking a fucking cigarette @ work rn"
"NOT-1stPerson","Lemonade Stand Ice cold watery ass lemonade in a pitcher and we cell cigarettes too"
"NOT-1stPerson","Let me google this chewing tobacco shit I'm shook"
"1stPerson","let me smoke cause"
"1stPerson","let me take this late nite drive and jam out hit the hookah and clear my mind"
"1stPerson","let's all hang out and discuss our vape tricks )"
"NOT-1stPerson","let's bring hookah pens back"
"1stPerson","Let's go smoke sum sheesha we out in clapham tonight bitches will be going live on instragram around 8 or 9pm"
"1stPerson","Let's go to hookah"
"NOT-1stPerson","Let's go to the rooftop and smoke my little princess"
"1stPerson","Let's hit the hookah bar"
"1stPerson","let's just smoke and listen to -MENTION- and -MENTION-"
"1stPerson","Let's light a cigarette and enjoy this night"
"NOT-1stPerson","Let's play a game called guess how many cigarettes are on the side of the intersection"
"1stPerson","Let's Smoke amp Lay Up"
"1stPerson","lets smoke #sochill"
"NOT-1stPerson","Letta don't need to smoke no more"
"NOT-1stPerson","Lexi is trying to bum a cigg from everyone in the cheesecake factory rn"
"NOT-1stPerson","Leyland just snuck a cig"
"1stPerson","life is too short not to smoke cigarettes"
"NOT-1stPerson","lifes short smoke a port on a port in new york calculating like a dork"
"NOT-1stPerson","light a cigarette so he don't smell the weed"
"1stPerson","Light me up a cigarette and put it in my mouth You're the only one that wants me around"
"1stPerson","Light me up a cigarette and strap shoes on my feet"
"1stPerson","Lighting match sticks to light my cigarette sticks hahaha yey"
"NOT-1stPerson","Lights a cigarette and inhales She's stressed out"
"1stPerson","Lights a cigarette up and starts smoking On the bench"
"1stPerson","Lights a cigarette ""Here's to another night of nightmares """
"1stPerson","Lights yet another cigar This is starting to become a problem"
"1stPerson","Like i really rather just be in my zone gettimg money and smoking"
"NOT-1stPerson","Like Smoke rings in the dark"
"NOT-1stPerson","Like when you see someone playing guitar or mowing the lawn with a cigarette in their mouth #wizardry"
"NOT-1stPerson","lil cig"
"1stPerson","Lil sublime and a cigarette under the stars"
"NOT-1stPerson","Lindsey dont like cigarette smoke but is smoking one Wyd wyd wyd"
"1stPerson","Link at the Hooka in east town 8 30"
"NOT-1stPerson","Listening to a -MENTION- song on the radio and my mum said ""oh is this those Cigarette Boys "" Lololololololololololololol"
"1stPerson","Listening to AC DC n smoking Marlboros"
"1stPerson","listening to Freak amp smoking a cigarette outside of the local liquor store"
"1stPerson","Listening to happy hardcore and writing a Russian paper while smoking quality hookah Yus"
"1stPerson","Listening to music and hitting an e cig is the best feeling ever"
"1stPerson","listening to panic @ the disco at 2 am in my bed alone smoking a cigarette"
"1stPerson","listening to whitney smoking a cig wearing skinny jeans and a flannel ive done it folks i've reached peak hipster trash mode"
"1stPerson","Listens to Mac DeMarco while smoking a cig"
"1stPerson","Lit a cig n accidentally dropped it in the snow walking up stairs"
"1stPerson","Lit my cig backwards Yum"
"1stPerson","Lit my cigarette too close to my face and burnt my facial hair"
"1stPerson","lit the wrong end of the cig just like -MENTION-"
"NOT-1stPerson","literally almost everyone i know smokes amp drinks LMAO"
"1stPerson","Literally haven't vaped in forever saw the SV Mi One and fell in love all over again ITS SO MINI AND CUTE #Vapenation #vapefam #vapelife"
"NOT-1stPerson","literally just watched a squirrel eat a cigarette omg so sad"
"NOT-1stPerson","Live forever with a wet tobacco to dry tobacco business"
"NOT-1stPerson","Live just vaped for a second on camera and then disappeared smh"
"NOT-1stPerson","LIVE with -MENTION- the cost of cigarettes is set to go up Just one announcement in today's budget Will that help you stop smoking"
"1stPerson","living off cheap cigarettes and cheaper vodka"
"NOT-1stPerson","LMAO @ THE NIGGAS SMOKING ON THE ORANGE LINE DO IT FUH DA CULTUREEEEE"
"NOT-1stPerson","lmao young sluts protesting abortion topless in yung pope's garden takes long unbothered drag of cigarette"
"NOT-1stPerson","Lo Benson Hedges"
"NOT-1stPerson","loan for cigarets"
"NOT-1stPerson","Lol @ E cigs being linked to lung disease Honestly we should just remove all warnings and let the dud brains die off"
"NOT-1stPerson","Lol at the dude fucking vaping inside of Mohawk Bend rn"
"NOT-1stPerson","lol fuck the vape clouds in ur mazda 3 smh"
"NOT-1stPerson","Lol got e juice on my homework No one said the #VapeLife was an easy life but it's the only life I've ever known"
"1stPerson","lol i hit a vape once and my friends ignore me"
"1stPerson","LOL I WALK ALL THE WAY INFRONT OF THE BIN I FLICK MY CIGG MISSED COMPLETELY LOL FUCK"
"NOT-1stPerson","LOL JUST GOT MY MOM TO DO HOOKAH"
"NOT-1stPerson","Lol my coworker is smoking a cigar today is so weird"
"1stPerson","Lol my parents would rather me smoke inside my house than outside in my car not complaining though"
"NOT-1stPerson","lol the athens hookah bar"
"1stPerson","Lol this month pay from saf not even enough to buy one packet of ciggs siao liao lor everyday white rice soy sauce liao"
"NOT-1stPerson","Lol we bump the music so the cops come park outside and one gets out and stands by my truck smoking a cigarette waiting for me to turn it up"
"NOT-1stPerson","LOL why cigg suddenly smell like starbucks drink"
"NOT-1stPerson","Lolol my grandpa is trying to avoid telling us the ""hookah room"" story jesus oh boy here we god"
"1stPerson","Lone Star Hoolahs having a car meet starting at 12 Swing through for some nasty hip hop and hookah and carssss"
"NOT-1stPerson","Long boarding sad bois who smoke cigs and only talked to me weeks at a time"
"1stPerson","look at this cool vape trick"
"NOT-1stPerson","look at this cool vape trick"
"NOT-1stPerson","Look Bart is smoking"
"NOT-1stPerson","LOOK BOC BIR seize 400 boxes of Mighty cigarettes with fake tax stamps at Tacloban City port via Miriam Desacada"
"1stPerson","Looking forward and bit excited to my 1st vape Lol"
"NOT-1stPerson","Looking forward to judging -MENTION- SE regional final today Up for discussion fake news water shortages amp plain packaging tobacco"
"1stPerson","Lost my ecig and I'm going insane"
"1stPerson","Lost my juul how do I relieve my stress"
"1stPerson","lost my whole unpack cigg somewhere amp somehow"
"1stPerson","Loud music and fast cars puffing on ma cigar"
"NOT-1stPerson","loudly ""I'd like some condoms "" and then leaning over the counter whispers ""and some cigarettes "" (2 2)"
"NOT-1stPerson","Love airport smoking areas all a big chase to see who has a lighter"
"1stPerson","Love coughing up a lung and then immediately smoking another cig"
"1stPerson","Love having my own house I can smoke a cig in my living room naked"
"NOT-1stPerson","Love illy's old school smoking room with no door to impede the flow of carcinogen filled recycled cigarette smoke #tokyoolympics2020"
"NOT-1stPerson","Love is #Marlboro ""Smoking Kills"""
"NOT-1stPerson","Love is a smoke made with the fume of sighs"
"1stPerson","Love love love my new Vape"
"NOT-1stPerson","Love my #hookah"
"NOT-1stPerson","Love sitting outside but hate smoking"
"NOT-1stPerson","Love that I'm just trying to get fresh air and one of the neighbors are smoking"
"1stPerson","Love the Vype Pebble"
"NOT-1stPerson","Love vapeing DUrffF LEt me just suck this fart out of my robot dick battery"
"NOT-1stPerson","love when i have my screen door open and the ppl below me come out and smoke their cancer sticks ) such a good smell for my apt"
"NOT-1stPerson","LOVE it's also kills like cigarettes So why not love and smoke cigarettes Hahaha double kill"
"NOT-1stPerson","Low social interaction is a predictor of early death and that as a risk factor it is equivalent to smoking 15 cigarettes a day"
"1stPerson","Lowkey wanna go to a hookah lounge"
"NOT-1stPerson","Lucy on E cigs ""like their own personal fog machine"" -MENTION- -MENTION-"
"1stPerson","lulu can you teach me how to vape"
"NOT-1stPerson","Lulu's dad told her french fries were ""cancer sticks"" so she would stop eating them and she believed him until today"
"1stPerson","Mad af I lost my fone at the hookah bar"
"1stPerson","Mad went to go set up my hookah amp amp amp I have no coals tragic"
"1stPerson","Made it to Japan after a 10 hour flight I need a smoke"
"1stPerson","Made my homework and I'm proud needed a cigarette doing it because of the stress but I made it"
"NOT-1stPerson","madison said ciggs are allowed in the car but not my vape thx madison"
"NOT-1stPerson","Major advantage that FF has over Tales is chocobos Marlboros and such iconic beasts that play a major part in the game"
"NOT-1stPerson","making a cooking show where i can fine nutrition facts on cigs"
"1stPerson","man it's cold as fuck I wish I was laid up watching a damn movie Smoking on some hooka like I usually would be doin"
"NOT-1stPerson","Man not taking no dicc to get your house out the smoke session cause he pulled a vape out"
"1stPerson","man shes not ready im here at the entrance of the cave sweating needing a cig asshole clenched im too excite"
"NOT-1stPerson","Managing 3 areas and helping with the packaging at a premium e liquid retailer Ezpz Easy game easy life #vaping #vaporchefnumba1"
"1stPerson","Marlbies going up again Rollies now on #blahhh #cig #brokelife #groddy"
"NOT-1stPerson","Marlboro blue"
"NOT-1stPerson","marlboro pack on deck who tryna hotbox the whip"
"NOT-1stPerson","Marlboros Black 100's"
"NOT-1stPerson","Marvin wants a hookah in the new apartment Idk"
"NOT-1stPerson","Marvis rolling tobacco again lol nawa na real WA #bbnaina"
"NOT-1stPerson","Mask on Buys 5 dollar vape Fuck it mask off"
"1stPerson","maya told me i'm smoking to deal with my anxiety and depression YALLLLLLLLLL THIS GIRL IS COmpletely right help"
"NOT-1stPerson","Maybe smoking is a unhealthy way of coping with stress but if u drink a lot of water 2 wash the smoke taste out ya mouth it don't count"
"NOT-1stPerson","Maybe the coal industry can introduce clean coal vaping accessories"
"NOT-1stPerson","maybe vape heals me rite now penat"
"1stPerson","Me goes for run while smoking cigs"
"1stPerson","me amp erik just sitting outside smoking like there ain't no damn storm lol"
"1stPerson","me and my juul make such a cute couple"
"1stPerson","me and my mama can argue then be smoking and drinking 30 mins later"
"1stPerson","me and this dude smoking a cigarette right outside my pharmacy are kindred spirits"
"NOT-1stPerson","me at 5 years old reading goethe and smoking a pipe"
"1stPerson","Me doing hookah tricks ended up almost drooling on myself"
"NOT-1stPerson","me every few minutes VAPE NAYSH Y'ALL"
"1stPerson","Me tl in a kid dressed in full addidas vaping"
"NOT-1stPerson","Me 70 years from now ""what's that noise"" my family ""look out gramps it's the smoke monster ha ha ha ha"""
"1stPerson","Me Wenns and Damien deadass at the hookah bar hella dead but fuck it"
"NOT-1stPerson","Me ""you know what smokes are in England"" Caleb Me ""fags"" Caleb ""so you"""
"1stPerson","Me takes cig break while working out"
"1stPerson","Me washes face and brushes teeth Me I want a snack and a cigarette"
"1stPerson","Me being judgey at the person in front of me in line buying lotto tickets Also me in line to buy a pack of cigarettes"
"1stPerson","Me god why won't this cough go away Also me smokes half a pack a day"
"NOT-1stPerson","me holding the door open guy impatiently waves cigarette in my face me k well i'll just go fuck myself then"
"NOT-1stPerson","me is quietly walking past the dc white fem stumbling out of the door SO I SMOKED A WHOLE PACK TO AVOID TALKING TO HIM HaGHAAA snorts"
"1stPerson","Me okay what are some things we absolutely can't forget to bring to Miami Tori gum cigs chapstick #priorities"
"NOT-1stPerson","Me pulls out Jub's vape Maddi oh my god it's the biggest I've ever seen"
"NOT-1stPerson","me why dont u smoke cigarette and prefer Sheeshaa frnd Sheehaa is more social and Cigarette is too personal me"
"NOT-1stPerson","me jenna top 5 beats cigs coffee scream overwatch"
"NOT-1stPerson","Megan brought a fucking ecig to school and got caught and asked the principal if she was going to jail"
"NOT-1stPerson","memories fading of a cold winter into hopes of spring savoring the taste lips tinged with traces of tobacco whiskey amp need #WrittenRiver"
"NOT-1stPerson","Mfs text me at 6 talkin about smoking lmaooo"
"1stPerson","Mi mi da hookah live pineapple"
"NOT-1stPerson","michael (texting mikleo) where r u mikleo at sorey's michael send me a pic michael wtf is sorey smoking mikleo a capri sun"
"NOT-1stPerson","Mid is like smoking hooka you just going through the motions"
"1stPerson","might become one of these guys who instagrams himself outside in a chair wearing sandals and smoking a cigar with the hashtag ""#winning"""
"1stPerson","might've just had the greatest idea ever might just need a cigarette we gon find out eventually"
"NOT-1stPerson","Mike goin to the hookah with all these whore bags"
"NOT-1stPerson","Milfs milk is the flavour my boss is vaping today Interesting"
"NOT-1stPerson","Mint anything is the worst flavor for hookah don't @"
"1stPerson","Mint hookah clearin my sinuses up and shit"
"1stPerson","Mints cologne cigarettes and coffee"
"NOT-1stPerson","miranda woke me up to call me that she smoked too much"
"1stPerson","Missing my vape"
"1stPerson","Mister song cigg break"
"NOT-1stPerson","Mix ice tobacco and protein powder then put it in the oven"
"NOT-1stPerson","Mix water tobacco and old yogurt then put it in the oven"
"NOT-1stPerson","Mixed feelings but mostly big love to the massive Shisha places giving zero shits about the indoor smoking ban"
"1stPerson","mmm spots #nosmokingday on my feed as i come back inside after having a cigg #forex"
"NOT-1stPerson","Mom buy wrong cigg"
"NOT-1stPerson","mom oh is that a new perfume me yeah um it's mango juul by bath amp body works"
"NOT-1stPerson","Moms got the Juul pods on deck"
"NOT-1stPerson","Money is better than alcohol and cigarettes Oh wait it's not And I have always believed that money is not funny"
"NOT-1stPerson","Monte come in my room smoking cigarettes ion even got a smoking room"
"1stPerson","More Life top 5 albums while smoking hookah lmfao"
"1stPerson","More smoke less stress"
"NOT-1stPerson","Most of the money comic relief make goes to alcohol and tobacco companies so fuck that would rather do shit myself"
"NOT-1stPerson","most ppl when they turn 18 im an adult i can buy cigarettes and lottery tickets me i could write abt spidermans dick if i wanted"
"1stPerson","Motherfuck I just kicked my hookah hose off the couch and broke the glass mouth tip chamber part GODDDDDDAMMIT man"
"NOT-1stPerson","MOTOR off VAPE on #Yoo Man"
"1stPerson","Mountains of ash and clouds of smoke"
"1stPerson","Mouthfull of e liquid I think I'm gunna die"
"NOT-1stPerson","movie idea like Coffee and Cigarettes but instead VAPING WITH PRESIDENTS former presidents hang in white house vape and wax poetic"
"NOT-1stPerson","multi culturalism is like smonking cigarettes"
