"labels","text"
"current","me and this dude smoking a cigarette right outside my pharmacy are kindred spirits"
"not-current","Me doing hookah tricks ended up almost drooling on myself"
"current","Me tl in a kid dressed in full addidas vaping"
"current","Me Wenns and Damien deadass at the hookah bar hella dead but fuck it"
"current","Me takes cig break while working out"
"current","Me washes face and brushes teeth Me I want a snack and a cigarette"
"current","Me being judgey at the person in front of me in line buying lotto tickets Also me in line to buy a pack of cigarettes"
"current","Me god why won't this cough go away Also me smokes half a pack a day"
"not-current","Me okay what are some things we absolutely can't forget to bring to Miami Tori gum cigs chapstick #priorities"
"current","Mi mi da hookah live pineapple"
"current","might become one of these guys who instagrams himself outside in a chair wearing sandals and smoking a cigar with the hashtag ""#winning"""
"current","might've just had the greatest idea ever might just need a cigarette we gon find out eventually"
"current","Mint hookah clearin my sinuses up and shit"
"current","Mints cologne cigarettes and coffee"
"current","Missing my vape"
"current","Mister song cigg break"
"not-current","mmm spots #nosmokingday on my feed as i come back inside after having a cigg #forex"
"current","More Life top 5 albums while smoking hookah lmfao"
"current","More smoke less stress"
"current","Motherfuck I just kicked my hookah hose off the couch and broke the glass mouth tip chamber part GODDDDDDAMMIT man"
"current","Mountains of ash and clouds of smoke"
"current","Mouthfull of e liquid I think I'm gunna die"
"current","My AC on my ceiling cracked smoking killa"
"current","My aesthetic this weekend is sad Brad Pitt vaping and listening to Bon Iver"
"current","My allergies aren't set up for ANY type of smoking Well hookah I can do hookah lol"
"current","My aunts taking me to a hookah bar and to the casino for spring break"
"not-current","My baby spoiled me this weekend beer cigs a new phone HR trip party 2x in a row and the best of all sleeping in my bed"
"current","My bad habits are cigarettes coffee and boys"
"current","My bf left me so I'm smoking hookah alone sippin alone"
"current","my body runs on coffee cigarettes and hate"
"current","My cigar is burning slow"
"not-current","My cigarette just fell out of my mouth to the floor I guess I support islam and flinging a faggot"
"current","My cigarette smoke burned my eye and I just fell the fuck over out my chair god damn it"
"current","My diet is literally ice tea peach and cigs"
"current","My e liquid tastes like white wine and I'm triggered"
"current","my favorite cigarette"
"current","My favorite part about my first job is drawing and trying out new vape juices"
"current","My favorite pastimes are hookah wine and making depressing playlists"
"current","My friends all gettin engaged and havin babies and here I am eating brownies and smoking a cigarette in bed"
"current","My friends hookah and wine sounds about right"
"current","My gf just scared me so bad I literally cried and I like needed a cigarette cause that stressed me out"
"current","My grandma is trying to take us to a hookah lounge I ain't arguin"
"current","My homemade laxatives coffee adderall and tobacco"
"current","My Juul is officially broken lt 3"
"not-current","my lip makes me look like i've been in a fight but really i'm just an idiot who drunkenly tried to smoke the wrong end of a lit cigarette"
"not-current","my lips must really be turning black i don't even smoke anymore"
"current","My living room just became vape town"
"current","my main goal in life consists of me sittin' on the can with a 44"" HD TV on the wall all the wall smokin' a nice thick cuban cigar"
"not-current","My mom found out that I vaped and I was far from home I swear she has cameras everywhere"
"current","My morning ritual consists of smoking a cig while on the can then going back to sleep"
"current","my nails all fucked up from smoking"
"current","My neighbor just bummed me a cig god bless"
"current","My neighbor stay fucking me up with this hookah"
"current","My new client bought me a vape pen im tryna get use to it"
"current","My new favorite vape liquid ""Hot Rings"""
"current","my new juul and mango pods come in im so happy"
"current","My new vape came in the mail bless"
"not-current","my pack of marlboros said ""cigarette smoke produces carbon monoxide"" isn't that the shit that kills u if u inhale it oh OHHH"
"current","my room is filled with smoke ) (not fire)"
"not-current","My signature move in high school was smoking marlboros through my nose and running headfirst into metaphorical brick walls"
"not-current","My sister walked in on me and the homies smoking"
"current","My Snapchat story everyday is me smoking I'm over myself"
"current","My stomach is so sore A drag of a cigarette felt like needles"
"current","my teeth pain cos i smoke too much le"
"current","My thoughts while vaping run wild"
"not-current","My throat is killing me and I haven't even smoked lately sos"
"current","my tobacco is piss but im getting okay at rolling"
"current","My type of me time Wound in my wrist while smoking of cigarette"
"not-current","my uber driver gave me a birthday cigarette"
"not-current","My uber took us to buy juul pods and 4 lokos gave us 3 hits of his one hitter #getlit"
"current","my vape pen is drying out consuming all that i can"
"current","my vape pin has a mind of its own"
"current","Myparents thought being involved in school would help me get into a good college but i am just hitting a juul and playing 2k with dennis"
"current","Nah bring on the shisha and the twister pitcher from concert square"
"current","Naked and vapeing"
"current","Need 10 more fuckin smoke breaks"
"current","Need a fuckin smoke break"
"current","Need a smoke buddy right now"
"current","Need Cigarette"
"current","Need Cigg noww"
"current","need cute friends that will smoke amp paint w me"
"current","need some cancer sticks"
"current","Need to grab my hooka from greymis and keep it in my car for moments like this"
"current","Need to quit smoking ciggerates"
"current","needa smoke so i can get out my feelings"
"current","Needing a cig biiiiiiiiig time hayoooo"
"current","Needing a cig or two"
"current","Needless to say cigar is lit and I'm on the back porch"
"current","Never thought I'd fuck w hookah but here I am"
"not-current","Nevver smoking a cigar again"
"current","New to vaping CBD via r CBD So i have just purchased my first lot of CBD e liquid recently and started taking it today (10ml 100mg) in a"
"not-current","Nigga seen me smoking he said you got a cig I said no ciggs just Ls"
"current","No better way to wake up than with a nice warm cigaret in ya mouth"
"current","No cigarette and my head hurts af"
"current","No cigg huhu craving for it"
"current","No lie I miss sitting in my car blasting my music and smoking"
"not-current","no more cigs i am done"
"not-current","No more cigs No more anything"
"current","not a fab time for my ecig to break"
"not-current","Not even an ounce of sleep haven't smoked in a week"
"current","not letting myself have a cig until my room is deeply cleansed"
"current","Not Tobacco related"
"current","Nothing better than a morning with #shisha and #Turkish #Coffee #goodmorning"
"current","Nothing going on and it's saturday guess I'll smoke another cigarette"
"current","Nothing like a smooth glass of peach Andre and a cigar won't cure #college"
"current","nothing like the peace of a quiet rooftop at 3 am with whiskey and cigarettes"
"current","Nothing more soothing than listening to Amy Winehouse and smoking"
"current","officially a vape God ugh I hate myself"
"not-current","Officially out of tobacco and money lol"
"not-current","Officially quit smoking cigarettes"
"not-current","OH GOD I JUST TRIED VAPING"
"current","oh honey i'm smoking till i'm dying"
"not-current","Oh how I have missed hookah"
"current","Oh sorry I only use vegan vape juice"
"current","Oh It's #NoSmokingDay too Might have a cigarette to celebrate"
"current","Ok I'm going try this again even though I'm getting up at 4am if it doesn't work I'm getting me coffee n cig n staying up lol"
"not-current","Ok so right now here and now This very minute I'm done smoking cigarettes"
"current","okay so do I get my Superdrug order now amp have a cig on the way there or have one now amp have another when I go"
"current","Okay time for my deep tweets about Harry takes pull from cigar"
"not-current","Omg How good it felt to have a cig"
"current","omgggg cam just OV'd over vaped"
"current","On my porch smoking killah"
"current","On my way to #noor for celebratory hookah"
"current","on my way to some drinks amp hookah"
"not-current","Once had a dream I smoked a cigarette on an airplane and I have to say the whole experience was rather quite pleasant"
"not-current","once i vaped to aspencore music"
"not-current","once i vaped to aspencore music"
"current","One more cigg one more bowl bed time"
"current","one of my all time favorite things to do is go in my backyard smoke and just enjoy the breeze and listen to some music"
"current","One of my many skills include driving stick while smoking a cig and eating all at once judge me"
"current","Only #Marlboro can relax me"
"current","Ordered my new vape today lol I'm hyped"
"current","ordered some cbd eliquid can't wait to try it"
"current","out here bumping grindcore and smoking a cig with my dad lmao"
"current","Out here smokin this cigarette thinkin about how mean -MENTION- B 92 is"
"current","Outside smokin a cig and just witnessed a cats murder"
"current","outside smoking this black 1 deep"
"current","overdosing on shisha to forget my mistakes brb"
"not-current","Pal from uni ""hey It's bronte isn't it "" Me takes a drag from a cigarette bronte Haven't heard that name in years"
"current","parked car conversations are top 5 just pulling up somewhere leaning back smoking chilling its nice"
"current","PASS ME THE HOOKAH BRO"
"current","Perfect date smoking and painting on the beach"
"current","pill cocktail and a rolled cigarette"
"current","pizza amp hookah @ 1 30am wbu"
"current","Pizza beer and hookah"
"current","Play beer pong smoke a cig take a shot drink more beer continue being fucked up"
"current","please i need money for cigarets xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"
"current","please money for cigarets xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"
"current","Prata dalcha kopi and cigg And it's raining nice What's missing is my partner"
"current","presently smoking a cigarette and hating myself for it"
"current","Pretty much all I do anymore is just sit in the Jimmy listen to uicideboy and consume tobacco"
"current","prob sound like a douche but i've missed my vape"
"not-current","Promised myself I wouldn't smoke in my new car and I let myself down Stupid cold weather"
"current","Proper night out manje I'm back home time to spark the hookah"
"not-current","propose to my girl by blowin O's with my vape"
"current","Proud of myself that I haven't been caught vaping in the library this semester"
"current","puffin shisha laid back fuckin with fifa what i charge for a feature i wouldn't fuck with me either fareal"
"current","Puffing shisha laid back fucking with Fifa"
"current","Putting it ever so gently between my lips and puffing Me smoking a cigarette #MakeATaskSoundDirty"
"not-current","Quit smoking cigarettes organic smoke only #WEEDS"
"current","quitting smoking is nasty cigarettes are bad kids you heard it here first"
"current","Rah Just droped my cig in my cereal"
"not-current","Ran out of coals n shisha"
"current","Real shit tho I would kill to be on a beach in Mexico laying on a hammock smoking a spliff"
"current","Really craving cigarettes and whiskey right now But this cold begs to differ"
"current","really fuck w smoking in my room"
"current","Really wanna go to a hookah lounge"
"current","Recoiled rewicked and back to vaping at 22 FeelsGoodMan"
"current","Reeking of cigarettes and alcohol"
"current","Remember sneaking out your window now I'm smoking out mine"
"not-current","Remember watching first Dubai World Cup with Cigar in Remington racing office amp OJ verdict in trainer Clinton Stuart's barn Good TV times"
"not-current","replaced ciggs with coffee for a while but now im starting to hate both"
"current","Replacing my heart with another lungs so I can smoke more and care less"
"current","Right now I'm listening to Gymnop die No 1 and my red lipstick is staining my cigarette #SoFrench #Poetry Xx"
"current","right now my infected psyche thinks get a cigarette to stress out lawlish would just take energy away which is needed right now"
"current","Right now my mind is going kway smoking break needed"
"current","Right time for me to go kill myself a little bit more and have a cigarette"
"current","Right when I finish my last credit I'm boutta do a cartwheel light a cigar and walk out"
"current","right whos local with a cigarette lmao"
"current","rn im enjoying my coffee and cigarette in peace"
"current","Rock the Hookah #smokinghottunes"
"current","rt tho fuck whoever snitched on me for my juul"
"current","Rum and a cigar is a match made in heaven"
"current","running out of ciggs fak mi lyfe"
"current","s o to the wind for smoking my cig for me"
"current","Sampling an #upmans Connossieur A -MENTION- Chester for about the 50th time Still my favourite (Both cigar and shop )"
"not-current","Sat on my steps havin a cig and some girls just played the ukulele and sang to us I love Brighton"
"not-current","Saw him when I went to smoke and he asked me for ig then suddenly asked for number but he looked so much like Mack"
"current","SC Collegium Smoking the Peace Pipe"
"current","seeing my naked body in the shower while smoking a cigarette fully clothed"
"not-current","Share a cig with a guy first thing he says "" you're a goddamn good looking individual"" thanks for the cig man"
"not-current","she shared a cigarette with me while her brother played the guitar"
"current","Sheesha munchies amp movie night at the sisters with the inlaws"
"current","Shisha amp Paan will be the best right now"
"current","Shisha by the rooftop"
"current","Shisha once again"
"current","Shisha plss"
"current","Shisha smoking #shisha #hookah"
"current","Shisha time"
"current","Shisha time"
"current","Shit I could never blow smoke or even smoke near Shiloh I'll probably cry"
"current","shit i would smoke a cigarette rn"
"current","Should be working on my paper but I'm smoking instead"
"current","Should I burn the money she gave me or buy cigarets with it hmmm #bpdtime"
"current","should i set up my hookah rn i'm deadass not tired at all"
"current","should I smoke my first cigarette"
"current","should I smoke or drink"
"current","Should I unbox my first vape pen and do a video first time vaping lol"
"current","Shoutout to my roommate for lending me a cigar"
"current","Shower smoke then to bed I go"
"current","Sick of cigarettes but Everytime the pack low Im getting some more smh"
"current","Since my cousin is playing I guess I'll smoke all this by myself"
"current","Sittin on the roof of my house listening to music smoking a cig and downing a beer while looking up @ the stars Now that's my therapy"
"current","Sitting here drinking my drink and smoking my hookah like a basic bitch"
"current","Sitting here in my bed drinking coffee amp smoking a cigarette just thinking of a good man to walk into my life to cuddle n be romantic"
"current","Sitting here smoking a cigar waiting for the world to fall apart around me"
"current","Sitting in a hookah bar waiting for my boyfriends friend to show up #wheremypeopleat"
"current","sitting in my closet vaping while dissociating because i farted on the bus"
"current","Sitting in my room vaping enjoying the quiet I needed this badly"
"current","Sitting on my back porch with cigar in hand and a beer with my pup waiting for my baby to get here and realized I couldn't be more blessed"
"current","Sitting on my front porch with a 12 pack and a pack of cigs"
"current","Sitting on my porch without a shirt on smoking cigarettes and drinking beer is easily the most aesthetically pleasing thing that I do"
"current","Sitting on the back porch with my vape and a cup of coffee looking at the pretty clouds"
"current","Sitting on the deck with a book and a hookah Life is good #feelslikespring"
"current","Sitting on the forklift smoking a cig who knew this is what inner peace looked like"
"current","Sitting on the porch smoking this cigar watch the rain man I haven't put my feet up in a while"
"current","Sitting outside in this beautiful air smoking my cigarette and I'm the happiest I've been in a minute"
"current","Sitting under a tree and smoking a cig"
"current","Slow Music amp Hookah Right Now Just A Therapeutic Ting"
"current","Smh insomnia really got me up and smoking at 4 am lol"
"current","smoke and drip all on my lips skr"
"current","Smoke break needed"
"current","Smoke breaks are crucial"
"current","Smoke fills the velvet room"
"current","Smoke good Eat good Live good"
"current","smoke good eat good live good"
"current","Smoke session"
"current","Smoke the hookah listen to some music and play uno"
"not-current","smoked a cig in the front yard high as balls and 10 DEERS CAME TOWARDS ME i was so scared"
"not-current","Smoked then got white castles ate half my food smoked again nah the rest of my food cold"
"not-current","Smoked too many Admiral Benson and Hedges tonight tbh"
"current","Smokin a cig Then it's time for bed"
"current","Smokin hookah but the music is gaaaarbaaage lol"
"current","Smokin left handed cigarettes and drinkin cheap beer"
"current","Smokin on this cig knowing I just got paid"
"current","Smoking choking and overdosing That's my medication and I own it"
"current","Smoking amp drinking is my life story"
"current","Smoking amp drinking just to ease the stress"
"current","smoking reading my recovery book gt"
"current","Smoking 2 cigarettes at once on a bar balcony I have embraced all the fuck"
"current","Smoking a cig and eating burger king in the gym parking lot cause I can only do so much good"
"current","Smoking a cig because it goes with my outfit"
"current","Smoking a cig drinking some coffee n reading the news who am i"
"current","Smoking a cig in pikachu slippers cause Im an adult"
"current","Smoking a cig in the shower listening to Amy Winehouse"
"current","Smoking a cig in the truck bed rn"
"current","Smoking a cig right now breathing fresh morning air is so peaceful and nice"
"current","Smoking a cig to go over my options"
"current","Smoking a cig trying to kill myself"
"current","Smoking a cig Contemplating life Look like robin williams Photo booth strife"
"current","Smoking a cigar and bumping the new Gambino album the most relaxed"
"current","smoking a cigarette"
"current","smoking a cigarette and texting at the same time with no hands on the handlebars"
"current","Smoking a cigarette in front of a vape store"
"current","Smoking a cigarette in my bathroom cause it's too cold outside"
"current","smoking a marlboro and cooking adobo philippines in my apartment"
"current","Smoking alone and watching Twin Peaks"
"current","smoking alot of cigarettes lately"
"current","smoking an egyptian hookah"
"current","Smoking and drinking to keep myself emotionless"
"current","Smoking and eating in the car are my favorite hobbies"
"current","smoking and fighting tf out of my sleep"
"current","Smoking and icing at the same time really a feeling"
"current","Smoking and sleep"
"current","Smoking and wings r the best combinations"
"current","Smoking another cigarettes"
"current","Smoking cigarettes and drinking coffee"
"current","Smoking Cigarettes and listening to Howlin' Wolf you should try it"
"current","Smoking cigarettes to look coola"
"current","Smoking cigarettes to look cooler"
"current","Smoking cigarettes to look cooler"
"current","smoking cigs and vaping outside of the vape store is peak coolness"
"current","smoking cigs"
"current","Smoking cigs with my mom on the back porch #TurnUp"
"current","smoking cigs succumbing to my fate"
"current","smoking eases my mind"
"current","Smoking getting my thoughts together"
"current","smoking hand rolled cigarettes"
"current","Smoking helps my workout"
"current","Smoking Hookah at 5 in the morning"
"current","Smoking Hookah By MySelf"
"current","Smoking Hookah Chilling"
"current","Smoking hookah outside nigga IM DOIND IT DOING IT DE LO MIO PERSONAL"
"current","smoking hookah with frence"
"current","smoking hookah with my brother is the absolute worst"
"current","Smoking hookah with Steve"
"current","smoking in bed is my favorite"
"current","smoking in the bathroom like loooool goodbye"
"current","smoking in the boys room"
"current","Smoking in the car w my auntie Good ass vibes man"
"current","Smoking in the lobby waiting for my name to pop up"
"current","Smoking is a summer sport'"
"current","Smoking is the only thing that makes me go to sleep at a reasonable time"
"current","Smoking Jammin that new -MENTION-"
"current","Smoking krazo wit my reli"
"current","Smoking me a CIGAR on my bday"
"current","smoking my feelings"
"current","Smoking my morning cig"
"current","Smoking my second cigar for the night"
"current","SMOKING MYSELF 2 SLEEP"
"current","Smoking Reggie is almost like smoking a cigarette"
"current","Smoking shisha with all my aboki's in the capital"
"current","Smoking shisha with my babe"
"current","Smoking stress fag no 3828293744 xxx"
"current","Smoking take the weight of the world away stg"
"current","smoking talkin bout our pain drinking till we in our feelings"
"current","Smoking Thinking Bout My Ppl Gone And Doing Time"
"current","Smoking this cigar in this jacuzzi tub while waiting for my room service #BossLiving"
"current","Smoking this cigar in this jacuzzi tub while waiting for my room service #BossLiving"
"current","smoking this hooka"
"current","Smoking til I'm sedated to hide my frustrations"
"current","smoking til my eyes bleed"
"current","Smoking till my eyes bleed"
"current","Smoking tobacco to deal wit stress"
"current","Smoking too much is starting to fog up my clarity but that's ok though"
"current","Smoking watching Split chilling work later blahhh"
"current","smoking while it's raining finna sleep good asab"
"current","Smoking while listening to Drake putting me right in my feelings"
"current","smoking with my qt gettin blunted"
"current","Smoking chilling venting to Warren"
"current","SMOKING DRINKING ROLLING amp GAMBLING TO TAKE THE PAIN AWAY"
"current","So because i smoke im not prepared for life"
"current","So bum me a cigarette and buy me a beer till I'm happy to be here"
"current","So currently smoking my facey and listening to Came thru on repeat"
"current","So down for hookah right now"
"current","So I got another vape"
"current","So I grab a cig and literally at the same time the radio starts playing the most morbid anti smoking commercial"
"not-current","So I wasn't paying attention and I accidentally ALMOST lit a cig in my building WHOOPS"
"not-current","so i went to buy cigg with my friends jn a group of engineering guys shouted my name idek recognise their faces who are they heLPPP"
"current","So I'm in my garden just listening to songs and smoking a few cigarettes"
"current","So I'm tryna layup smoke n watch movies if we fucc shit it happens"
"current","So it seems like ""smooth"" is a buzz word for tasteless in the cig business world"
"not-current","So lit up #vaped #sativa plus daylight savings time Ima be up late #what"
"current","So the whole gang from highschool coming together to throw part 3 of our lil smoke fest parties it's UP"
"not-current","So I tried hookah for the first time Never again"
"current","Some Music vaping and a Cup of tea in the open air another life"
"current","Some smoke and a shake"
"current","some1 bring cig"
"current","somebody buy me a pack of cigs"
"current","Someone be a good friend and bring me a pack of cigs to my work Thnx"
"current","Someone come over and bring coffee we can watch tv and smoke I'm not doing much else"
"current","someone drive to my house and sit with me while i smoke a cig"
"current","Someone get me a vape for my birthday tryna be as straight edge as possible"
"current","Someone get me sum hookah plz"
"current","Someone in the Bay Area with a cig please hmu"
"current","someone pick me up to smoke i'm too tired to drive ("
"current","someone please bring me a cig"
"current","someone please mail me ciggs so lazy to go down ("
"current","Someone prep the hookah time for that new Chappelle"
"current","Someone sell me a juul pod please"
"current","Someone smoke a cig wit ya boi"
"current","Someone smoke me out I'm stressing"
"current","Someone switched all the caps of my juul pods and I keep smoking all the flavors I hate"
"current","someone tell me to smoke a cig in my room rn"
"current","someone to smoke and chill with would be nice"
"current","Someone up for smoke #Sheesha"
"current","Something broken -MENTION- My order 11 days in Broken ship date promises No explanation Cancellation refund refused #VaporFiFAIL"
"current","Something to experience lying alone in a room with the best surround sound Smokes and whiskey at my side"
"current","Sometimes anxiety requires a cigarette"
"current","Sometimes I find happiness in a broke down cigar"
"current","sometimes i puff a cigar gaze at myself in the mirror and muse to myself ""wow con 84 """
"current","Sometimes i still get stressed but i just smoke one and count my blessings"
"current","Soon it'll be back to the ciggs soon"
"not-current","sorry i just spit in my cup holder to put a cigarette out in it"
"current","Sorry officer we're just vaping with the windows up"
"current","Spanish wine Cuban cigar"
"not-current","Speaking of drugs in a recent post Chaturbate just issued me a warning I was vape ing e juice in a glass pipe amp they thought it was drugs"
"not-current","Spent the evening enjoying some fine bourbon a uh not so good cigar in the company of a fairly decent wife (40 yrs) and my cat Smile"
"current","Standing outside in a storm in my draws blazing a cig"
"current","Standing outside smoking a cig and I just experienced the temperature dropping several degrees in real time AMA"
"current","Started punting tobacco Gees a shout"
"current","Steelin granny's cigs"
"not-current","Stepped out for a cigarette and got locked out of the hotel room and -MENTION- is asleep do I paw at the door Do I cry More soon"
"current","Stfu dad vaping helps me think"
"not-current","still sad my vape is gone #soft"
"current","Still up smoking sipping on my Duce now got some Buffalo Wild Wings"
"not-current","story time i brought my last lone lingering cigarette with me on my way to work tonight i haven't smoked one in weeks"
"current","Stress got me smokin 5grams in my cigar"
"current","Stuck like chuck at the hookah bar"
"current","Subha time hookah"
"current","Sunday's are for dinner with Herb and smoke sessions with my cat"
"current","Super cool meeting -MENTION- today can t wait to try out that new cigar blend Too bad I didn t man up and ask for a photo #regrets"
"not-current","Supercross hookah and another night in with -MENTION- been a good weekend"
"not-current","taking a dump after a cig classic"
"current","Taking a shit and smoking a cig"
"current","Talent too low and still smoking hookah"
"current","talking about cigarettes and the taste eh seriously eh HAHA fk"
"current","tbh considering getting an uber just to take me to ramco to get cigs and then back"
"current","Tbh I miss smoking cigarettes"
"current","tbh i'm just tryna smoke and eat some wings"
"current","Telling my self every cigarette will make it better"
"current","Tfw trying to smoke but no lighter"
"current","tfw u fkin Fail at vaping"
"current","Thank god for the #juul"
"current","Thanks to MayWard i'm smoking less cigar sticks Gradual change pero i'm happy with it ) MAYMAYonMMK 3DaysToGo"
"current","Thanks to Ty im chilling on cigarettes Only dala rollies now"
"current","the amount of times ive pulled a lipstick out my pocket instead of a lighter and tried to light a cigarette with it is ridiculous"
"not-current","The festival of spring was over Too much wine and cigarettes But I was happy to be with my girls"
"current","The first puff in the morning is the best puff #vape"
"not-current","the guy I accidentally on purpose kissed 2nite texted me that I left my cig packet behind at a bar like some kind of trashy Cinderella story"
"current","the highlight of my night is smoking a cigar in my car with music playing in the background"
"current","The hookah coal jus dropped on my leg"
"current","The only downside to the proposed ""Queen Mary Island"" is that we won't be able to smoke on the rocks anymore but it's coo it's coo"
"current","the only reason i go to smoke away is the slight hope of seeing nancy behind the counter again"
"current","The only thing I have to look forward to is trying a new flavour in my vape pen Oh and nuclear holocaust natural disaster alien invasion"
"current","the only thing i'm good at is packing cigarettes"
"current","The perks of being a loner 6 beers 20 cigarettes quality time wtf am I doing w my life lol"
"current","The real struggle is trying to smoke a cigarette in the backseat of a car"
"current","Then a cigarette break"
"current","There is nothing like a cigarette and a glass of wine"
"current","There isn't enough cigs to help with the shit at my job"
"current","There's not a bigger British cigarette on this planet than -MENTION-"
"current","There's someone about listening to -MENTION- while chilling in an airport #tobacco #blackmothsuperrainbow #streaker #berserker"
"current","There's something oddly cool about eating chocos while smoking a cig"
"current","These calls about to have me start smoking cigs"
"current","These smoking commercials stress me out which causes me to smoke some more"
"current","Think its time to try give up the fags again"
"current","Thinking the hookah lounge Saturday haven't been in a while"
"current","This addiction to cigarettes the struggle is real"
"current","This assignment has me fucked up im taking a smoke break"
"current","This cig about to save my life"
"current","This cigar so smooth and right but is off for some reason"
"current","This cigarette can not fucking come fast enough oh my Lordy"
"current","This guy just tried to hit on me by coming up to light my already lit cigarette and then introduce himself"
"current","This hookah and dusse bout to put me right to sleep"
"not-current","This hookah got me loco"
"current","This hookah got me on another level"
"current","This Hookah Got Me Together Right Now"
"current","this hookah lounge got a whistling contest going on right now LMAO"
"current","This hookah lounge I'm chilling at is so laid back"
"current","This is juul and 5 box weather"
"current","this is why i smoke"
"current","This little vape pen saves my life at work"
"current","This shisha so strong I'm twisted new hookah adventures"
"current","This spot mad lit right now or whatever but there's no hookah so"
"current","This storm look crazy Think I'm about to smoke cigar on the balcony and watch the lighting"
"current","This weather is perfect outdoor shisha smoking time"
"not-current","Thought I smoked my last cigarette but I just found a whole pack of newports"
"current","thought interning would help me cut down on my ciggs but NOoooOooo am like smoking all the time w the ppl here"
"current","Thrown out of a cigar shop How my shop going #sb17"
"current","Time for a cig a good cry and my dog"
"current","time for a cigarette"
"current","Time for a cigarette so I am on my way outside Chuck B"
"current","Time for another #cigarette and then back to work by the way don't smoke guys it's fucking disgusting and terrible for you"
"current","time for my weekly diet cig jamming session"
"current","Time for that smoke break"
"current","Time to change the coil on my eGo device #Vape Team"
"not-current","Time to cut these cigs out my life for good"
"current","Time to go smoke a cigarette in my car and kill myself with it"
"current","Time to level up my #cigar hobby and get a #humidor can anyone recommend a great first humidor (I'm on a bit of a budget in UK)"
"current","Time to listen to Amy Winehouse's ""Back to Black"" album turn of all the lights drink some wine smoke cigarettes amp reminisce"
"current","time to Sparkk this Good Ol'Marlboro"
"current","tired of not having a cigarette"
"not-current","To this day I still fancy a ciggie but my mind stopped expecting me to smoke and that's half the battle Don't let cigs own you #NoSmokingDay"
"not-current","today i completely knocked over the hookah and got super spicy pho soup in my eye"
"not-current","Today I reached in my purse to find my ecig and pulled out my liquid lipstick on accident"
"current","Today My plumber hasn't turned up to finish the plumbing in the bathroom An expensive vaping machine of mine has gone missing at work"
"current","Today's schedule work Gym Hookah Sleep lol"
"current","Told myself i'd slow down on the cancer sticks but I'm blazing through this pack"
"current","tonights plans include leaving work early smoking too much hookah and letting luka take shots off my crotch what a blast"
"current","too many mwr Ls today pass me a cig"
"current","Too much hookah makes me nauseous"
"current","Too much smoke for tnight but who cares right"
"not-current","Took a hit off a this Dubai guys' tobacco pipe today I'm pretty sure 1 hit was equivalent to 20 packs of cigarettes"
"not-current","tried to brush my hair while holding a cig and i set fire to my hair wth help"
"not-current","Tried to start my hookah about five times ended up making like 7 holes in my carpet super cool paige"
"current","Trying Shisha"
"current","Trying to argue over some dumped cigar guts"
"current","Trying to beat this cig addiction shits unattractive an old news"
"not-current","Trying to figure out how many multivitamins will offset 20 years of heavy drinking amp smoking"
"current","Trying to forget my pain smoking till my eyes bleed"
"current","Trying to make a night sky in my room with my smoke of cigs as the clouds But where's the stars"
"current","Trying to smoke some hooks right now"
"current","tryna go to the hookah bar"
"current","Tryna smoke some hookah n lay back"
"current","Tweeted that while smoking a cig that's where I'm at in life"
"not-current","Two weekends without smoking hooka"
"current","Two years cigarette tobacco free today thanks to vaping"
"current","u're my all time stress reliever cigarette"
"current","Ugh why are all the cigar bars in Beverly Hills or Downtown Smoking on the street outside my house isn't relaxing at all lol"
"current","uhhhhh yeah my favorite hobby is wearing anti social social club and vaping"
"current","Up early bout to smoke"
"current","Up smoking amp listening to my bf snore I can't sleep"
"current","Up smoking hookah drinking wine amp doing this homework trynna save what's left of this semester"
"current","Up Smoking Writing and vibing I'm so proud of myself man Releasing the date of my EP soon"
"current","Update listening to cocoa butter kisses while smoking a cig"
"current","Uploaded two new Odin Green videos on YouTube Now to buy more smokes"
"current","Vape at Home cigarettes at work"
"current","vape my life away"
"not-current","Vaped"
"current","Vapeing coffee and donuts B )"
"current","vapeing is so werid yet kind of satisfying"
"current","vapeing is the best thing since sliced bread"
"current","Vapeing so as to be cool"
"current","Vapeing Drinking amp Drakeing"
"current","Vaping ain't cheap"
"current","Vaping at the footy game cunt"
"current","Vaping has become my life"
"current","Vaping huge clouds in the doctor's office listening to Prince #1999 chillin on my phone getting paid"
"current","vaping is how u get me to laugh"
"current","vaping my sadness"
"current","vaping my stress away"
"current","vaping on skateboards"
"current","Vaping outside and looking up at the stars"
"current","Vaping outside the Jane Austen house"
"current","VAPING SAVED MY LIFE"
"current","Vaping saved my life Fax no printer"
"current","Vaping session with hulo trops"
"current","Vaping the dorm's lounge #WhiteCrime"
"current","vaping to ginger"
"current","Vaping with a cough drop is soooo soothing"
"current","Vaping with the neighborhood kids"
"current","Victory cigarettes sure are smooth Taste the freedom with every puff #1984"
"current","Wah fuck haven't smoked in 3 days Wanna buy cigg but never bring lighter"
"current","Waiting for mother to come home with my mac and cigg gt lt"
"current","wake up from a nap smoke some oil smoke a cigarette smoke some more oil eat repeat"
"current","Walking down the middle of the road smoking a cig So peaceful"
"current","Walking the rainy streets of Lisbon while listening to Unsane with rolling tobacco"
"current","Wanna smoke a cig Do not want anything to do with pants Ugh Summer where u at"
"current","Wanna smoke rn"
